vehicle_type,level_of_loading,incline,mean_speed_kmh,t_amb,consumption_kwh_per_km
AB,0,0.04,25.2,-5,4.957
AB,0,0.04,25.2,5,4.461
AB,0,0.04,25.2,15,4.007
AB,0,0.04,25.2,25,3.866
AB,0,0.04,25.2,35,4.148
AB,0,0.04,30,-15,5.19
AB,0,0.04,30,-5,4.745
AB,0,0.04,30,5,4.332
AB,0,0.04,30,15,3.951
AB,0,0.04,30,25,3.829
AB,0,0.04,30,35,4.063
AB,0,0.04,37.1,-15,4.945
AB,0,0.04,37.1,-5,4.57
AB,0,0.04,37.1,5,4.223
AB,0,0.04,37.1,15,3.904
AB,0,0.04,37.1,25,3.801
AB,0,0.04,37.1,35,3.991
AB,0.3,-0.04,12.1,-15,3.274
AB,0.3,-0.04,12.1,-5,1.844
AB,0.3,-0.04,12.1,5,0.59
AB,0.3,-0.04,12.1,15,-0.486
AB,0.3,-0.04,12.1,25,-0.302
AB,0.3,-0.04,12.1,35,0.45
AB,0.3,-0.04,18,-15,1.662
AB,0.3,-0.04,18,-5,0.748
AB,0.3,-0.04,18,5,-0.063
AB,0.3,-0.04,18,15,-0.77
AB,0.3,-0.04,18,25,-0.647
AB,0.3,-0.04,18,35,-0.152
AB,0.3,-0.04,25.2,-15,0.558
AB,0.3,-0.04,25.2,-5,0.023
AB,0.3,-0.04,25.2,5,-0.471
AB,0.3,-0.04,25.2,15,-0.925
AB,0.3,-0.04,25.2,25,-0.832
AB,0.3,-0.04,25.2,35,-0.508
AB,0.3,-0.04,30,-15,0.222
AB,0.3,-0.04,30,-5,-0.221
AB,0.3,-0.04,30,5,-0.632
AB,0.3,-0.04,30,15,-1.011
AB,0.3,-0.04,30,25,-0.935
AB,0.3,-0.04,30,35,-0.666
AB,0.3,-0.04,37.1,-15,-0.064
AB,0.3,-0.04,37.1,-5,-0.436
AB,0.3,-0.04,37.1,5,-0.78
AB,0.3,-0.04,37.1,15,-1.096
AB,0.3,-0.04,37.1,25,-1.038
AB,0.3,-0.04,37.1,35,-0.819
AB,0.3,-0.03,12.1,-15,3.839
AB,0.3,-0.03,12.1,-5,2.409
AB,0.3,-0.03,12.1,5,1.156
AB,0.3,-0.03,12.1,15,0.08
AB,0.3,-0.03,12.1,25,0.263
AB,0.3,-0.03,12.1,35,1.016
AB,0.3,-0.03,18,-15,2.24
AB,0.3,-0.03,18,-5,1.326
AB,0.3,-0.03,18,5,0.515
AB,0.3,-0.03,18,15,-0.192
AB,0.3,-0.03,18,25,-0.069
AB,0.3,-0.03,18,35,0.426
AB,0.3,-0.03,25.2,-15,1.153
AB,0.3,-0.03,25.2,-5,0.617
AB,0.3,-0.03,25.2,5,0.123
AB,0.3,-0.03,25.2,15,-0.33
AB,0.3,-0.03,25.2,25,-0.237
AB,0.3,-0.03,25.2,35,0.086
AB,0.3,-0.03,30,-15,0.797
AB,0.3,-0.03,30,-5,0.354
AB,0.3,-0.03,30,5,-0.057
AB,0.3,-0.03,30,15,-0.437
AB,0.3,-0.03,30,25,-0.36
AB,0.3,-0.03,30,35,-0.091
AB,0.3,-0.03,37.1,-15,0.49
AB,0.3,-0.03,37.1,-5,0.119
AB,0.3,-0.03,37.1,5,-0.225
AB,0.3,-0.03,37.1,15,-0.541
AB,0.3,-0.03,37.1,25,-0.484
AB,0.3,-0.03,37.1,35,-0.264
AB,0.3,-0.02,12.1,-15,4.404
AB,0.3,-0.02,12.1,-5,2.974
AB,0.3,-0.02,12.1,5,1.721
AB,0.3,-0.02,12.1,15,0.645
AB,0.3,-0.02,12.1,25,0.828
AB,0.3,-0.02,12.1,35,1.581
AB,0.3,-0.02,18,-15,2.818
AB,0.3,-0.02,18,-5,1.904
AB,0.3,-0.02,18,5,1.093
AB,0.3,-0.02,18,15,0.386
AB,0.3,-0.02,18,25,0.509
AB,0.3,-0.02,18,35,1.004
AB,0.3,-0.02,25.2,-15,1.748
AB,0.3,-0.02,25.2,-5,1.212
AB,0.3,-0.02,25.2,5,0.718
AB,0.3,-0.02,25.2,15,0.265
AB,0.3,-0.02,25.2,25,0.358
AB,0.3,-0.02,25.2,35,0.681
AB,0.3,-0.02,30,-15,1.372
AB,0.3,-0.02,30,-5,0.929
AB,0.3,-0.02,30,5,0.518
AB,0.3,-0.02,30,15,0.139
AB,0.3,-0.02,30,25,0.215
AB,0.3,-0.02,30,35,0.484
AB,0.3,-0.02,37.1,-15,1.045
AB,0.3,-0.02,37.1,-5,0.674
AB,0.3,-0.02,37.1,5,0.33
AB,0.3,-0.02,37.1,15,0.013
AB,0.3,-0.02,37.1,25,0.071
AB,0.3,-0.02,37.1,35,0.291
AB,0.3,-0.01,12.1,-15,4.981
AB,0.3,-0.01,12.1,-5,3.551
AB,0.3,-0.01,12.1,5,2.297
AB,0.3,-0.01,12.1,15,1.221
AB,0.3,-0.01,12.1,25,1.404
AB,0.3,-0.01,12.1,35,2.156
AB,0.3,-0.01,18,-15,3.427
AB,0.3,-0.01,18,-5,2.511
AB,0.3,-0.01,18,5,1.699
AB,0.3,-0.01,18,15,0.991
AB,0.3,-0.01,18,25,1.114
AB,0.3,-0.01,18,35,1.608
AB,0.3,-0.01,25.2,-15,2.377
AB,0.3,-0.01,25.2,-5,1.84
AB,0.3,-0.01,25.2,5,1.344
AB,0.3,-0.01,25.2,15,0.89
AB,0.3,-0.01,25.2,25,0.982
AB,0.3,-0.01,25.2,35,1.305
AB,0.3,-0.01,30,-15,2.005
AB,0.3,-0.01,30,-5,1.56
AB,0.3,-0.01,30,5,1.147
AB,0.3,-0.01,30,15,0.766
AB,0.3,-0.01,30,25,0.84
AB,0.3,-0.01,30,35,1.108
AB,0.3,-0.01,37.1,-15,1.685
AB,0.3,-0.01,37.1,-5,1.31
AB,0.3,-0.01,37.1,5,0.964
AB,0.3,-0.01,37.1,15,0.645
AB,0.3,-0.01,37.1,25,0.7
AB,0.3,-0.01,37.1,35,0.917
AB,0.3,0,12.1,-15,5.641
AB,0.3,0,12.1,-5,4.211
AB,0.3,0,12.1,5,2.957
AB,0.3,0,12.1,15,1.88
AB,0.3,0,12.1,25,2.064
AB,0.3,0,12.1,35,2.815
AB,0.3,0,18,-15,4.106
AB,0.3,0,18,-5,3.191
AB,0.3,0,18,5,2.378
AB,0.3,0,18,15,1.671
AB,0.3,0,18,25,1.793
AB,0.3,0,18,35,2.287
AB,0.3,0,25.2,-15,3.062
AB,0.3,0,25.2,-5,2.525
AB,0.3,0,25.2,5,2.029
AB,0.3,0,25.2,15,1.575
AB,0.3,0,25.2,25,1.667
AB,0.3,0,25.2,35,1.99
AB,0.3,0,30,-15,2.708
AB,0.3,0,30,-5,2.263
AB,0.3,0,30,5,1.85
AB,0.3,0,30,15,1.469
AB,0.3,0,30,25,1.543
AB,0.3,0,30,35,1.811
AB,0.3,0,37.1,-15,2.408
AB,0.3,0,37.1,-5,2.033
AB,0.3,0,37.1,5,1.686
AB,0.3,0,37.1,15,1.367
AB,0.3,0,37.1,25,1.422
AB,0.3,0,37.1,35,1.639
AB,0.3,0.01,12.1,-15,6.301
AB,0.3,0.01,12.1,-5,4.871
AB,0.3,0.01,12.1,5,3.617
AB,0.3,0.01,12.1,15,2.541
AB,0.3,0.01,12.1,25,2.724
AB,0.3,0.01,12.1,35,3.476
AB,0.3,0.01,18,-15,4.787
AB,0.3,0.01,18,-5,3.871
AB,0.3,0.01,18,5,3.059
AB,0.3,0.01,18,15,2.351
AB,0.3,0.01,18,25,2.474
AB,0.3,0.01,18,35,2.968
AB,0.3,0.01,25.2,-15,3.748
AB,0.3,0.01,25.2,-5,3.21
AB,0.3,0.01,25.2,5,2.715
AB,0.3,0.01,25.2,15,2.261
AB,0.3,0.01,25.2,25,2.353
AB,0.3,0.01,25.2,35,2.675
AB,0.3,0.01,30,-15,3.412
AB,0.3,0.01,30,-5,2.967
AB,0.3,0.01,30,5,2.554
AB,0.3,0.01,30,15,2.173
AB,0.3,0.01,30,25,2.247
AB,0.3,0.01,30,35,2.514
AB,0.3,0.01,37.1,-15,3.13
AB,0.3,0.01,37.1,-5,2.755
AB,0.3,0.01,37.1,5,2.409
AB,0.3,0.01,37.1,15,2.09
AB,0.3,0.01,37.1,25,2.145
AB,0.3,0.01,37.1,35,2.362
AB,0.3,0.02,12.1,-15,6.962
AB,0.3,0.02,12.1,-5,5.532
AB,0.3,0.02,12.1,5,4.277
AB,0.3,0.02,12.1,15,3.201
AB,0.3,0.02,12.1,25,3.384
AB,0.3,0.02,12.1,35,4.136
AB,0.3,0.02,18,-15,5.467
AB,0.3,0.02,18,-5,4.552
AB,0.3,0.02,18,5,3.74
AB,0.3,0.02,18,15,3.032
AB,0.3,0.02,18,25,3.155
AB,0.3,0.02,18,35,3.648
AB,0.3,0.02,25.2,-15,4.433
AB,0.3,0.02,25.2,-5,3.896
AB,0.3,0.02,25.2,5,3.401
AB,0.3,0.02,25.2,15,2.947
AB,0.3,0.02,25.2,25,3.039
AB,0.3,0.02,25.2,35,3.361
AB,0.3,0.02,30,-15,4.116
AB,0.3,0.02,30,-5,3.67
AB,0.3,0.02,30,5,3.258
AB,0.3,0.02,30,15,2.876
AB,0.3,0.02,30,25,2.951
AB,0.3,0.02,30,35,3.218
AB,0.3,0.02,37.1,-15,3.853
AB,0.3,0.02,37.1,-5,3.478
AB,0.3,0.02,37.1,5,3.132
AB,0.3,0.02,37.1,15,2.813
AB,0.3,0.02,37.1,25,2.868
AB,0.3,0.02,37.1,35,3.085
AB,0.3,0.03,12.1,-15,7.622
AB,0.3,0.03,12.1,-5,6.192
AB,0.3,0.03,12.1,5,4.938
AB,0.3,0.03,12.1,15,3.861
AB,0.3,0.03,12.1,25,4.045
AB,0.3,0.03,12.1,35,4.797
AB,0.3,0.03,18,-15,6.148
AB,0.3,0.03,18,-5,5.232
AB,0.3,0.03,18,5,4.42
AB,0.3,0.03,18,15,3.712
AB,0.3,0.03,18,25,3.835
AB,0.3,0.03,18,35,4.329
AB,0.3,0.03,25.2,-15,5.12
AB,0.3,0.03,25.2,-5,4.583
AB,0.3,0.03,25.2,5,4.087
AB,0.3,0.03,25.2,15,3.633
AB,0.3,0.03,25.2,25,3.725
AB,0.3,0.03,25.2,35,4.048
AB,0.3,0.03,30,-15,4.82
AB,0.3,0.03,30,-5,4.375
AB,0.3,0.03,30,5,3.962
AB,0.3,0.03,30,15,3.58
AB,0.3,0.03,30,25,3.655
AB,0.3,0.03,30,35,3.922
AB,0.3,0.03,37.1,-15,4.576
AB,0.3,0.03,37.1,-5,4.201
AB,0.3,0.03,37.1,5,3.855
AB,0.3,0.03,37.1,15,3.536
AB,0.3,0.03,37.1,25,3.591
AB,0.3,0.03,37.1,35,3.808
AB,0.3,0.04,12.1,-15,8.283
AB,0.3,0.04,12.1,-5,6.852
AB,0.3,0.04,12.1,5,5.598
AB,0.3,0.04,12.1,15,4.522
AB,0.3,0.04,12.1,25,4.705
AB,0.3,0.04,12.1,35,5.457
AB,0.3,0.04,18,-15,6.828
AB,0.3,0.04,18,-5,5.913
AB,0.3,0.04,18,5,5.101
AB,0.3,0.04,18,15,4.393
AB,0.3,0.04,18,25,4.516
AB,0.3,0.04,18,35,5.01
AB,0.3,0.04,25.2,-15,5.807
AB,0.3,0.04,25.2,-5,5.27
AB,0.3,0.04,25.2,5,4.774
AB,0.3,0.04,25.2,15,4.32
AB,0.3,0.04,25.2,25,4.412
AB,0.3,0.04,25.2,35,4.735
AB,0.3,0.04,30,-15,5.524
AB,0.3,0.04,30,-5,5.079
AB,0.3,0.04,30,5,4.666
AB,0.3,0.04,30,15,4.285
AB,0.3,0.04,30,25,4.359
AB,0.3,0.04,30,35,4.626
AB,0.3,0.04,37.1,-15,5.299
AB,0.3,0.04,37.1,-5,4.924
AB,0.3,0.04,37.1,5,4.578
AB,0.3,0.04,37.1,15,4.259
AB,0.3,0.04,37.1,25,4.314
AB,0.3,0.04,37.1,35,4.531
AB,0.6,-0.04,12.1,-15,2.796
AB,0.6,-0.04,12.1,-5,1.366
AB,0.6,-0.04,12.1,5,0.112
AB,0.6,-0.04,12.1,15,-0.679
AB,0.6,-0.04,12.1,25,-0.295
AB,0.6,-0.04,12.1,35,0.54
AB,0.6,-0.04,18,-15,1.276
AB,0.6,-0.04,18,-5,0.362
AB,0.6,-0.04,18,5,-0.449
AB,0.6,-0.04,18,15,-0.963
AB,0.6,-0.04,18,25,-0.705
AB,0.6,-0.04,18,35,-0.154
AB,0.6,-0.04,25.2,-15,0.23
AB,0.6,-0.04,25.2,-5,-0.306
AB,0.6,-0.04,25.2,5,-0.8
AB,0.6,-0.04,25.2,15,-1.109
AB,0.6,-0.04,25.2,25,-0.927
AB,0.6,-0.04,25.2,35,-0.563
AB,0.6,-0.04,30,-15,-0.089
AB,0.6,-0.04,30,-5,-0.532
AB,0.6,-0.04,30,5,-0.943
AB,0.6,-0.04,30,15,-1.202
AB,0.6,-0.04,30,25,-1.05
AB,0.6,-0.04,30,35,-0.748
AB,0.6,-0.04,37.1,-15,-0.359
AB,0.6,-0.04,37.1,-5,-0.731
AB,0.6,-0.04,37.1,5,-1.075
AB,0.6,-0.04,37.1,15,-1.296
AB,0.6,-0.04,37.1,25,-1.175
AB,0.6,-0.04,37.1,35,-0.928
AB,0.6,-0.03,12.1,-15,3.43
AB,0.6,-0.03,12.1,-5,2.001
AB,0.6,-0.03,12.1,5,0.747
AB,0.6,-0.03,12.1,15,-0.044
AB,0.6,-0.03,12.1,25,0.339
AB,0.6,-0.03,12.1,35,1.175
AB,0.6,-0.03,18,-15,1.925
AB,0.6,-0.03,18,-5,1.011
AB,0.6,-0.03,18,5,0.2
AB,0.6,-0.03,18,15,-0.314
AB,0.6,-0.03,18,25,-0.056
AB,0.6,-0.03,18,35,0.495
AB,0.6,-0.03,25.2,-15,0.897
AB,0.6,-0.03,25.2,-5,0.361
AB,0.6,-0.03,25.2,5,-0.133
AB,0.6,-0.03,25.2,15,-0.442
AB,0.6,-0.03,25.2,25,-0.259
AB,0.6,-0.03,25.2,35,0.104
AB,0.6,-0.03,30,-15,0.556
AB,0.6,-0.03,30,-5,0.113
AB,0.6,-0.03,30,5,-0.298
AB,0.6,-0.03,30,15,-0.557
AB,0.6,-0.03,30,25,-0.405
AB,0.6,-0.03,30,35,-0.102
AB,0.6,-0.03,37.1,-15,0.264
AB,0.6,-0.03,37.1,-5,-0.108
AB,0.6,-0.03,37.1,5,-0.452
AB,0.6,-0.03,37.1,15,-0.673
AB,0.6,-0.03,37.1,25,-0.552
AB,0.6,-0.03,37.1,35,-0.305
AB,0.6,-0.02,12.1,-15,4.065
AB,0.6,-0.02,12.1,-5,2.635
AB,0.6,-0.02,12.1,5,1.381
AB,0.6,-0.02,12.1,15,0.59
AB,0.6,-0.02,12.1,25,0.974
AB,0.6,-0.02,12.1,35,1.809
AB,0.6,-0.02,18,-15,2.574
AB,0.6,-0.02,18,-5,1.66
AB,0.6,-0.02,18,5,0.849
AB,0.6,-0.02,18,15,0.335
AB,0.6,-0.02,18,25,0.593
AB,0.6,-0.02,18,35,1.144
AB,0.6,-0.02,25.2,-15,1.566
AB,0.6,-0.02,25.2,-5,1.03
AB,0.6,-0.02,25.2,5,0.536
AB,0.6,-0.02,25.2,15,0.227
AB,0.6,-0.02,25.2,25,0.409
AB,0.6,-0.02,25.2,35,0.773
AB,0.6,-0.02,30,-15,1.202
AB,0.6,-0.02,30,-5,0.759
AB,0.6,-0.02,30,5,0.348
AB,0.6,-0.02,30,15,0.089
AB,0.6,-0.02,30,25,0.241
AB,0.6,-0.02,30,35,0.544
AB,0.6,-0.02,37.1,-15,0.887
AB,0.6,-0.02,37.1,-5,0.515
AB,0.6,-0.02,37.1,5,0.171
AB,0.6,-0.02,37.1,15,-0.05
AB,0.6,-0.02,37.1,25,0.071
AB,0.6,-0.02,37.1,35,0.318
AB,0.6,-0.01,12.1,-15,4.712
AB,0.6,-0.01,12.1,-5,3.282
AB,0.6,-0.01,12.1,5,2.027
AB,0.6,-0.01,12.1,15,1.236
AB,0.6,-0.01,12.1,25,1.619
AB,0.6,-0.01,12.1,35,2.454
AB,0.6,-0.01,18,-15,3.254
AB,0.6,-0.01,18,-5,2.339
AB,0.6,-0.01,18,5,1.526
AB,0.6,-0.01,18,15,1.012
AB,0.6,-0.01,18,25,1.268
AB,0.6,-0.01,18,35,1.819
AB,0.6,-0.01,25.2,-15,2.268
AB,0.6,-0.01,25.2,-5,1.73
AB,0.6,-0.01,25.2,5,1.235
AB,0.6,-0.01,25.2,15,0.925
AB,0.6,-0.01,25.2,25,1.107
AB,0.6,-0.01,25.2,35,1.469
AB,0.6,-0.01,30,-15,1.906
AB,0.6,-0.01,30,-5,1.461
AB,0.6,-0.01,30,5,1.048
AB,0.6,-0.01,30,15,0.787
AB,0.6,-0.01,30,25,0.937
AB,0.6,-0.01,30,35,1.238
AB,0.6,-0.01,37.1,-15,1.595
AB,0.6,-0.01,37.1,-5,1.22
AB,0.6,-0.01,37.1,5,0.874
AB,0.6,-0.01,37.1,15,0.65
AB,0.6,-0.01,37.1,25,0.768
AB,0.6,-0.01,37.1,35,1.012
AB,0.6,0,12.1,-15,5.453
AB,0.6,0,12.1,-5,4.022
AB,0.6,0,12.1,5,2.768
AB,0.6,0,12.1,15,1.976
AB,0.6,0,12.1,25,2.36
AB,0.6,0,12.1,35,3.195
AB,0.6,0,18,-15,4.017
AB,0.6,0,18,-5,3.101
AB,0.6,0,18,5,2.289
AB,0.6,0,18,15,1.774
AB,0.6,0,18,25,2.031
AB,0.6,0,18,35,2.581
AB,0.6,0,25.2,-15,3.037
AB,0.6,0,25.2,-5,2.5
AB,0.6,0,25.2,5,2.005
AB,0.6,0,25.2,15,1.694
AB,0.6,0,25.2,25,1.876
AB,0.6,0,25.2,35,2.238
AB,0.6,0,30,-15,2.696
AB,0.6,0,30,-5,2.251
AB,0.6,0,30,5,1.838
AB,0.6,0,30,15,1.577
AB,0.6,0,30,25,1.727
AB,0.6,0,30,35,2.028
AB,0.6,0,37.1,-15,2.406
AB,0.6,0,37.1,-5,2.031
AB,0.6,0,37.1,5,1.685
AB,0.6,0,37.1,15,1.461
AB,0.6,0,37.1,25,1.579
AB,0.6,0,37.1,35,1.824
AB,0.6,0.01,12.1,-15,6.194
AB,0.6,0.01,12.1,-5,4.764
AB,0.6,0.01,12.1,5,3.51
AB,0.6,0.01,12.1,15,2.718
AB,0.6,0.01,12.1,25,3.102
AB,0.6,0.01,12.1,35,3.937
AB,0.6,0.01,18,-15,4.781
AB,0.6,0.01,18,-5,3.866
AB,0.6,0.01,18,5,3.054
AB,0.6,0.01,18,15,2.539
AB,0.6,0.01,18,25,2.796
AB,0.6,0.01,18,35,3.346
AB,0.6,0.01,25.2,-15,3.807
AB,0.6,0.01,25.2,-5,3.27
AB,0.6,0.01,25.2,5,2.775
AB,0.6,0.01,25.2,15,2.465
AB,0.6,0.01,25.2,25,2.646
AB,0.6,0.01,25.2,35,3.009
AB,0.6,0.01,30,-15,3.486
AB,0.6,0.01,30,-5,3.041
AB,0.6,0.01,30,5,2.628
AB,0.6,0.01,30,15,2.367
AB,0.6,0.01,30,25,2.517
AB,0.6,0.01,30,35,2.818
AB,0.6,0.01,37.1,-15,3.218
AB,0.6,0.01,37.1,-5,2.843
AB,0.6,0.01,37.1,5,2.496
AB,0.6,0.01,37.1,15,2.272
AB,0.6,0.01,37.1,25,2.391
AB,0.6,0.01,37.1,35,2.635
AB,0.6,0.02,12.1,-15,6.936
AB,0.6,0.02,12.1,-5,5.506
AB,0.6,0.02,12.1,5,4.252
AB,0.6,0.02,12.1,15,3.46
AB,0.6,0.02,12.1,25,3.843
AB,0.6,0.02,12.1,35,4.678
AB,0.6,0.02,18,-15,5.546
AB,0.6,0.02,18,-5,4.63
AB,0.6,0.02,18,5,3.818
AB,0.6,0.02,18,15,3.303
AB,0.6,0.02,18,25,3.56
AB,0.6,0.02,18,35,4.11
AB,0.6,0.02,25.2,-15,4.577
AB,0.6,0.02,25.2,-5,4.04
AB,0.6,0.02,25.2,5,3.545
AB,0.6,0.02,25.2,15,3.235
AB,0.6,0.02,25.2,25,3.416
AB,0.6,0.02,25.2,35,3.779
AB,0.6,0.02,30,-15,4.276
AB,0.6,0.02,30,-5,3.831
AB,0.6,0.02,30,5,3.418
AB,0.6,0.02,30,15,3.157
AB,0.6,0.02,30,25,3.307
AB,0.6,0.02,30,35,3.608
AB,0.6,0.02,37.1,-15,4.03
AB,0.6,0.02,37.1,-5,3.655
AB,0.6,0.02,37.1,5,3.308
AB,0.6,0.02,37.1,15,3.084
AB,0.6,0.02,37.1,25,3.203
AB,0.6,0.02,37.1,35,3.447
AB,0.6,0.03,12.1,-15,7.678
AB,0.6,0.03,12.1,-5,6.247
AB,0.6,0.03,12.1,5,4.993
AB,0.6,0.03,12.1,15,4.202
AB,0.6,0.03,12.1,25,4.585
AB,0.6,0.03,12.1,35,5.42
AB,0.6,0.03,18,-15,6.31
AB,0.6,0.03,18,-5,5.394
AB,0.6,0.03,18,5,4.582
AB,0.6,0.03,18,15,4.068
AB,0.6,0.03,18,25,4.324
AB,0.6,0.03,18,35,4.874
AB,0.6,0.03,25.2,-15,5.348
AB,0.6,0.03,25.2,-5,4.811
AB,0.6,0.03,25.2,5,4.316
AB,0.6,0.03,25.2,15,4.006
AB,0.6,0.03,25.2,25,4.187
AB,0.6,0.03,25.2,35,4.55
AB,0.6,0.03,30,-15,5.067
AB,0.6,0.03,30,-5,4.622
AB,0.6,0.03,30,5,4.209
AB,0.6,0.03,30,15,3.948
AB,0.6,0.03,30,25,4.098
AB,0.6,0.03,30,35,4.399
AB,0.6,0.03,37.1,-15,4.842
AB,0.6,0.03,37.1,-5,4.467
AB,0.6,0.03,37.1,5,4.12
AB,0.6,0.03,37.1,15,3.896
AB,0.6,0.03,37.1,25,4.015
AB,0.6,0.03,37.1,35,4.259
AB,0.6,0.04,12.1,-15,8.419
AB,0.6,0.04,12.1,-5,6.989
AB,0.6,0.04,12.1,5,5.735
AB,0.6,0.04,12.1,15,4.943
AB,0.6,0.04,12.1,25,5.326
AB,0.6,0.04,12.1,35,6.162
AB,0.6,0.04,18,-15,7.074
AB,0.6,0.04,18,-5,6.159
AB,0.6,0.04,18,5,5.347
AB,0.6,0.04,18,15,4.832
AB,0.6,0.04,18,25,5.089
AB,0.6,0.04,18,35,5.639
AB,0.6,0.04,25.2,-15,6.12
AB,0.6,0.04,25.2,-5,5.582
AB,0.6,0.04,25.2,5,5.087
AB,0.6,0.04,25.2,15,4.777
AB,0.6,0.04,25.2,25,4.958
AB,0.6,0.04,25.2,35,5.321
AB,0.6,0.04,30,-15,5.858
AB,0.6,0.04,30,-5,5.413
AB,0.6,0.04,30,5,5
AB,0.6,0.04,30,15,4.739
AB,0.6,0.04,30,25,4.889
AB,0.6,0.04,30,35,5.19
AB,0.6,0.04,37.1,-15,5.654
AB,0.6,0.04,37.1,-5,5.279
AB,0.6,0.04,37.1,5,4.932
AB,0.6,0.04,37.1,15,4.708
AB,0.6,0.04,37.1,25,4.827
AB,0.6,0.04,37.1,35,5.071
AB,0.9,-0.04,12.1,-15,2.318
AB,0.9,-0.04,12.1,-5,0.888
AB,0.9,-0.04,12.1,5,-0.366
AB,0.9,-0.04,12.1,15,-0.786
AB,0.9,-0.04,12.1,25,-0.289
AB,0.9,-0.04,12.1,35,0.63
AB,0.9,-0.04,18,-15,0.89
AB,0.9,-0.04,18,-5,-0.025
AB,0.9,-0.04,18,5,-0.836
AB,0.9,-0.04,18,15,-1.097
AB,0.9,-0.04,18,25,-0.764
AB,0.9,-0.04,18,35,-0.157
AB,0.9,-0.04,25.2,-15,-0.099
AB,0.9,-0.04,25.2,-5,-0.635
AB,0.9,-0.04,25.2,5,-1.129
AB,0.9,-0.04,25.2,15,-1.254
AB,0.9,-0.04,25.2,25,-1.022
AB,0.9,-0.04,25.2,35,-0.618
AB,0.9,-0.04,30,-15,-0.4
AB,0.9,-0.04,30,-5,-0.843
AB,0.9,-0.04,30,5,-1.254
AB,0.9,-0.04,30,15,-1.359
AB,0.9,-0.04,30,25,-1.166
AB,0.9,-0.04,30,35,-0.829
AB,0.9,-0.04,37.1,-15,-0.654
AB,0.9,-0.04,37.1,-5,-1.026
AB,0.9,-0.04,37.1,5,-1.37
AB,0.9,-0.04,37.1,15,-1.466
AB,0.9,-0.04,37.1,25,-1.311
AB,0.9,-0.04,37.1,35,-1.037
AB,0.9,-0.03,12.1,-15,3.022
AB,0.9,-0.03,12.1,-5,1.592
AB,0.9,-0.03,12.1,5,0.338
AB,0.9,-0.03,12.1,15,-0.082
AB,0.9,-0.03,12.1,25,0.415
AB,0.9,-0.03,12.1,35,1.334
AB,0.9,-0.03,18,-15,1.61
AB,0.9,-0.03,18,-5,0.696
AB,0.9,-0.03,18,5,-0.115
AB,0.9,-0.03,18,15,-0.377
AB,0.9,-0.03,18,25,-0.044
AB,0.9,-0.03,18,35,0.563
AB,0.9,-0.03,25.2,-15,0.642
AB,0.9,-0.03,25.2,-5,0.106
AB,0.9,-0.03,25.2,5,-0.388
AB,0.9,-0.03,25.2,15,-0.513
AB,0.9,-0.03,25.2,25,-0.281
AB,0.9,-0.03,25.2,35,0.122
AB,0.9,-0.03,30,-15,0.316
AB,0.9,-0.03,30,-5,-0.127
AB,0.9,-0.03,30,5,-0.538
AB,0.9,-0.03,30,15,-0.643
AB,0.9,-0.03,30,25,-0.45
AB,0.9,-0.03,30,35,-0.113
AB,0.9,-0.03,37.1,-15,0.037
AB,0.9,-0.03,37.1,-5,-0.335
AB,0.9,-0.03,37.1,5,-0.678
AB,0.9,-0.03,37.1,15,-0.775
AB,0.9,-0.03,37.1,25,-0.62
AB,0.9,-0.03,37.1,35,-0.346
AB,0.9,-0.02,12.1,-15,3.726
AB,0.9,-0.02,12.1,-5,2.296
AB,0.9,-0.02,12.1,5,1.042
AB,0.9,-0.02,12.1,15,0.622
AB,0.9,-0.02,12.1,25,1.119
AB,0.9,-0.02,12.1,35,2.038
AB,0.9,-0.02,18,-15,2.33
AB,0.9,-0.02,18,-5,1.416
AB,0.9,-0.02,18,5,0.605
AB,0.9,-0.02,18,15,0.343
AB,0.9,-0.02,18,25,0.676
AB,0.9,-0.02,18,35,1.283
AB,0.9,-0.02,25.2,-15,1.383
AB,0.9,-0.02,25.2,-5,0.847
AB,0.9,-0.02,25.2,5,0.353
AB,0.9,-0.02,25.2,15,0.228
AB,0.9,-0.02,25.2,25,0.46
AB,0.9,-0.02,25.2,35,0.864
AB,0.9,-0.02,30,-15,1.032
AB,0.9,-0.02,30,-5,0.589
AB,0.9,-0.02,30,5,0.178
AB,0.9,-0.02,30,15,0.074
AB,0.9,-0.02,30,25,0.267
AB,0.9,-0.02,30,35,0.603
AB,0.9,-0.02,37.1,-15,0.728
AB,0.9,-0.02,37.1,-5,0.357
AB,0.9,-0.02,37.1,5,0.013
AB,0.9,-0.02,37.1,15,-0.084
AB,0.9,-0.02,37.1,25,0.071
AB,0.9,-0.02,37.1,35,0.345
AB,0.9,-0.01,12.1,-15,4.442
AB,0.9,-0.01,12.1,-5,3.012
AB,0.9,-0.01,12.1,5,1.758
AB,0.9,-0.01,12.1,15,1.337
AB,0.9,-0.01,12.1,25,1.834
AB,0.9,-0.01,12.1,35,2.753
AB,0.9,-0.01,18,-15,3.081
AB,0.9,-0.01,18,-5,2.166
AB,0.9,-0.01,18,5,1.354
AB,0.9,-0.01,18,15,1.091
AB,0.9,-0.01,18,25,1.423
AB,0.9,-0.01,18,35,2.029
AB,0.9,-0.01,25.2,-15,2.158
AB,0.9,-0.01,25.2,-5,1.621
AB,0.9,-0.01,25.2,5,1.126
AB,0.9,-0.01,25.2,15,1
AB,0.9,-0.01,25.2,25,1.231
